,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
8,Grembergen,Maison,None,412000.0,notariale,4,210,0,0,0,None,None,1,None,None,225,2,0,old
9,Renaix,Maison,None,330000.0,notariale,6,None,0,0,0,None,None,1,None,None,None,None,0,None
0,Oudenaarde,Appartement,None,270000.0,notariale,5,50,0,0,0,None,None,0,None,None,None,3,0,old
1,Aalter,Appartement,None,230000.0,notariale,3,72,0,0,0,None,None,1,None,None,None,None,0,old
2,Sinaai-Waas,Maison,Villa,835000.0,notariale,9,250,0,0,0,None,None,1,None,None,900,None,0,None
3,Sint-Niklaas,Appartement,None,129000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
4,Waasmunster,Appartement,Penthouse,1295000.0,notariale,10,216,0,0,0,True,127,0,None,None,None,None,0,old
5,Sint-Niklaas,Appartement,None,269000.0,notariale,4,95,0,0,0,None,None,0,None,None,None,2,0,None
6,Sinaai-Waas,Maison,Bel-étage,399000.0,notariale,9,216,0,0,0,None,None,1,None,None,294,None,0,None
7,Geraardsbergen,Maison,Usage mixte,155000.0,notariale,7,155,0,0,0,None,None,0,None,None,155,2,0,None
8,Waarbeke,Maison,None,259000.0,notariale,10,302,0,0,0,True,55,0,None,None,645,3,0,None
9,Geraardsbergen,Maison,None,155000.0,notariale,7,155,0,0,0,None,None,0,None,None,155,2,0,None
0,Berchem,Maison,None,267360.0,notariale,8,None,0,0,0,None,None,1,None,None,242,2,0,None
1,Mere,Maison,None,347869.0,notariale,8,None,0,0,0,None,None,1,None,None,278,3,0,old
2,Overmere,Maison,None,629000.0,notariale,6,280,0,0,0,True,30,1,230,495,725,4,0,old
3,Maldegem,Maison,None,312564.0,notariale,6,None,0,0,0,None,None,1,None,None,253,3,0,None
4,Maldegem,Maison,None,388129.0,notariale,6,None,0,0,0,None,None,1,None,None,416,4,0,None
5,Mater,Maison,None,301055.0,notariale,6,None,0,0,0,None,None,1,None,None,265,3,0,None
6,Sint-Gillis-Waas,Maison,Usage mixte,359000.0,notariale,8,317,0,0,0,True,20,1,317,8,325,3,0,new
7,Stekene,Maison,None,355933.0,notariale,6,None,0,0,0,None,None,1,None,None,521,3,0,None
8,Denderhoutem,Maison,None,347110.0,notariale,6,None,0,0,0,None,None,0,None,None,525,3,0,None
9,Michelbeke,Maison,None,275722.0,notariale,8,None,0,0,0,None,None,1,None,None,50,2,0,None
0,Gent,Appartement,None,1049000.0,notariale,8,64,0,0,0,True,13,1,None,None,77,None,0,old
1,Gent,Appartement,None,419000.0,notariale,4,84,0,0,0,True,85,1,None,None,84,None,0,old
2,Gent,Appartement,None,389000.0,notariale,3,76,0,0,0,True,63,1,None,None,76,None,0,old
3,Gent,Appartement,None,419000.0,notariale,4,84,0,0,0,True,85,1,None,None,84,None,0,old
4,Gent,Appartement,None,439000.0,notariale,4,133,0,0,0,True,85,1,None,None,133,None,0,old
5,Gent,Appartement,None,349000.0,notariale,5,80,0,0,0,True,66,1,None,None,80,None,0,old
6,Gent,Appartement,None,265000.0,notariale,3,58,0,0,0,True,17,1,None,None,58,None,0,old
7,Gent,Appartement,None,260000.0,notariale,3,58,0,0,0,True,17,1,None,None,58,None,0,old
8,Gent,Appartement,None,369000.0,notariale,5,80,0,0,0,True,66,1,None,None,80,None,0,old
9,Gent,Appartement,None,379000.0,notariale,5,80,0,0,0,True,66,1,None,None,80,None,0,old
0,Gent,Appartement,None,417000.0,notariale,3,116,0,0,0,True,10,1,None,None,116,2,0,old
1,Gent,Appartement,None,428000.0,notariale,3,116,0,0,0,True,10,1,None,None,116,2,0,old
2,Gent,Appartement,None,334000.0,notariale,3,96,0,0,0,True,10,1,None,None,96,2,0,old
3,Gent,Appartement,None,529000.0,notariale,3,105,0,0,0,True,35,1,None,None,140,2,0,old
4,Gent,Appartement,None,320000.0,notariale,3,89,0,0,0,True,10,1,None,None,89,2,0,old
5,Gent,Appartement,None,539000.0,notariale,4,141,0,0,0,True,15,1,None,None,141,2,0,old
6,Gent,Appartement,None,348000.0,notariale,3,107,0,0,0,True,21,1,None,None,107,2,0,old
7,Gent,Appartement,None,422000.0,notariale,3,116,0,0,0,True,10,1,None,None,116,2,0,old
8,Gent,Appartement,None,317000.0,notariale,3,89,0,0,0,True,10,1,None,None,89,2,0,old
9,Gent,Appartement,None,343000.0,notariale,3,96,0,0,0,True,10,1,None,None,96,2,0,old
0,Maldegem,Maison,None,245000.0,notariale,5,None,0,0,0,None,None,1,None,None,None,3,0,None
1,Gent,Appartement,Studio avec coin lit,180000.0,notariale,2,48,0,1,0,None,None,0,55,8,63,None,0,new
2,Rupelmonde,Appartement,None,233000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Gent,Maison,None,345000.0,notariale,7,144,0,0,0,None,None,1,None,None,320,2,0,old
4,Melsele,Maison,None,299000.0,notariale,8,140,0,0,0,True,50,1,None,None,472,3,0,old
5,Dikkele,Maison,None,320000.0,notariale,5,123,0,0,0,None,None,1,None,None,502,4,0,old
6,Sint-Martens-Latem,Appartement,Penthouse,848000.0,notariale,10,202,0,0,1,None,None,1,None,None,None,None,0,old
7,Gent,Appartement,App. rez-de-chaussée,750000.0,notariale,6,150,0,0,0,None,None,1,None,None,None,2,0,new
8,Lochristi,Maison,Maison d’angle,275000.0,notariale,5,130,0,0,0,None,None,0,94,146,240,3,0,new
9,Evergem,Appartement,None,325000.0,notariale,5,95,0,0,0,True,30,0,None,None,None,None,0,old
0,De Pinte,Appartement,App. rez-de-chaussée,675000.0,notariale,6,180,0,0,0,None,None,0,None,None,None,None,0,old
1,Sint-Jan-in-Eremo,Maison,None,1150000.0,notariale,10,735,0,0,0,True,100,1,580,-208,372,4,0,new
2,Ertvelde,Appartement,None,253400.0,notariale,2,50,0,0,0,None,None,0,None,None,None,None,0,old
3,Ertvelde,Appartement,Duplex,310000.0,notariale,4,40,0,0,0,None,None,0,None,None,None,None,0,old
4,Ertvelde,Appartement,Duplex,299000.0,notariale,4,70,0,0,0,None,None,0,None,None,None,None,0,old
5,Zelzate,Appartement,Duplex,215000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Kruishoutem,Maison,Villa,988000.0,notariale,11,50,0,0,0,None,None,1,600,None,None,4,0,new
7,Kruishoutem,Maison,None,988000.0,notariale,11,50,0,0,0,None,None,1,600,None,None,4,0,new
8,Kruishoutem,Maison,Ferme,988000.0,notariale,11,50,0,0,0,None,None,1,600,None,None,4,0,new
9,Ninove,Maison,None,189000.0,notariale,6,125,0,0,0,None,None,0,73,0,73,2,0,old
0,Belsele,Appartement,None,399000.0,notariale,5,30,0,0,0,None,None,1,None,None,50,2,0,old
1,Belsele,Appartement,None,304000.0,notariale,4,70,0,0,0,None,None,1,None,None,50,2,0,old
2,Belsele,Appartement,None,299000.0,notariale,4,40,0,0,0,None,None,1,None,None,40,2,0,old
3,Belsele,Appartement,None,225000.0,notariale,3,69,0,0,0,None,None,1,None,None,183,3,0,old
4,Belsele,Appartement,None,304000.0,notariale,4,70,0,0,0,None,None,1,None,None,90,2,0,old
5,Renaix,Appartement,None,329000.0,notariale,4,180,0,0,0,None,None,0,None,None,60,3,0,new
6,Idegem,Maison,None,325000.0,notariale,5,208,0,0,0,None,None,1,None,None,498,None,0,old
7,Beveren-Waas,Appartement,None,269000.0,notariale,3,100,0,0,0,None,None,0,None,None,100,2,0,None
8,Temse,Maison,None,220000.0,notariale,7,228,0,1,0,None,None,0,93,117,210,2,0,old
9,Renaix,Maison,None,180000.0,notariale,4,267,0,0,0,None,None,0,None,None,290,2,0,old
0,Aaigem,Maison,None,395000.0,notariale,0,250,0,0,0,None,None,1,None,None,430,None,0,None
1,Renaix,Maison,None,159000.0,agence,4,None,0,0,0,None,None,1,None,None,260,2,0,None
2,Waarschoot,Maison,None,311624.0,notariale,6,None,0,0,0,None,None,0,None,None,460,3,0,old
3,Laarne,Appartement,Loft,399000.0,notariale,4,222,0,0,0,None,None,0,None,None,222,2,0,old
4,Zwijnaarde,Appartement,None,249999.0,notariale,4,105,0,0,0,None,None,0,None,None,None,None,0,old
5,De Klinge,Maison,None,299000.0,notariale,4,131,0,0,0,True,70,1,None,None,256,3,0,new
6,Gent,Maison,None,350000.0,notariale,6,None,0,0,0,None,None,0,None,None,None,None,0,None
7,Zelzate,Maison,None,195000.0,notariale,4,175,0,0,0,None,None,1,None,None,None,2,0,None
8,Geraardsbergen,Maison,Maison de ville,295000.0,notariale,4,256,0,0,0,True,30,1,None,None,290,2,0,new
9,Geraardsbergen,Maison,Maison de ville,299000.0,notariale,7,166,0,0,0,None,None,0,None,None,111,2,0,None
0,Rupelmonde,Appartement,None,237500.0,notariale,29,95,0,0,0,True,13,0,None,None,None,None,0,old
1,Rupelmonde,Appartement,None,239900.0,notariale,27,99,0,0,0,True,6,0,None,None,None,None,0,old
2,Rupelmonde,Appartement,None,249900.0,notariale,28,99,0,0,0,True,6,0,None,None,None,None,0,old
3,Rupelmonde,Appartement,None,273500.0,notariale,28,107,0,0,0,True,18,0,None,None,None,None,0,old
4,Rupelmonde,Maison,None,287500.0,notariale,28,139,0,0,0,True,6,1,None,None,None,2,0,old
5,Rupelmonde,Appartement,None,299000.0,notariale,29,141,0,0,0,True,7,1,None,None,None,None,0,old
6,Rupelmonde,Appartement,None,227500.0,notariale,27,93,0,0,0,True,7,1,None,None,None,None,0,old
7,Rupelmonde,Appartement,None,247500.0,notariale,28,93,0,0,0,True,12,0,None,None,None,None,0,old
8,Rupelmonde,Appartement,Penthouse,399000.0,notariale,29,121,0,0,0,True,91,0,None,None,None,None,0,old
9,Rupelmonde,Maison,None,298900.0,notariale,4,160,0,0,0,True,19,1,None,None,None,2,0,old
0,Sint-Amandsberg,Appartement,None,359000.0,notariale,4,80,0,0,0,True,90,0,70,0,70,None,0,old
1,Sint-Amandsberg,Appartement,None,381000.0,notariale,5,117,0,0,0,True,50,0,70,-20,50,None,0,old
2,Aalst,Maison,Maison deux facades,160000.0,notariale,4,65,0,0,0,None,None,0,None,None,78,2,0,None
3,Berlare,Appartement,None,369000.0,notariale,5,115,0,0,0,None,None,0,None,None,150,3,0,new
4,Welden,Maison,None,330000.0,notariale,6,164,0,0,0,None,None,0,None,None,368,None,0,old
5,Merelbeke,Maison,None,333703.0,notariale,5,02,0,0,0,None,None,1,None,None,300,3,0,None
6,Sint-Amandsberg,Maison,None,495000.0,notariale,7,160,0,0,0,None,None,1,78,25,103,2,0,new
7,Ninove,Maison,None,221950.0,notariale,5,70,0,0,0,True,20,1,105,61,166,None,0,new
8,Wortegem,Maison,None,329000.0,notariale,6,150,0,0,0,True,30,1,None,None,336,3,0,old
9,Zele,Appartement,None,2449000.0,notariale,35,769,0,0,0,None,None,1,None,None,200,3,0,old
0,Overmere,Maison,None,325000.0,notariale,7,243,0,0,0,None,None,1,None,None,300,None,0,None
1,Machelen,Maison,None,215000.0,notariale,3,110,0,0,0,None,None,1,None,None,370,3,0,None
2,None,Maison,Villa-Manoir,None,notariale,5,528,0,0,0,None,None,0,None,None,None,None,0,old
3,Assenede,Maison,None,238000.0,notariale,6,170,0,0,0,None,None,1,None,None,412,3,0,new
4,Ninove,Appartement,Penthouse,360000.0,notariale,6,78,0,0,0,True,25,0,None,None,None,None,0,old
5,Wetteren,Maison,None,239000.0,notariale,10,160,0,0,1,True,25,1,145,185,330,2,0,new
6,Aspelare,Maison,Villa,360000.0,notariale,6,258,0,0,0,None,None,1,None,None,890,4,0,old
7,Geraardsbergen,Maison,Usage mixte,319000.0,notariale,0,None,1,0,0,None,None,0,None,None,380,3,0,None
8,Lochristi,Maison,Villa,549000.0,notariale,8,245,0,0,0,None,None,1,136,699,835,4,0,new
9,Verrebroek,Maison,None,229000.0,notariale,3,115,0,0,0,None,None,0,None,None,None,None,0,None
0,Aalst,Maison,None,220000.0,notariale,4,272,0,0,0,None,None,0,None,None,None,None,0,None
1,None,Maison,Château,None,notariale,12,329,0,0,0,None,None,1,None,None,833,4,0,old
2,Gent,Appartement,None,349000.0,notariale,2,65,0,0,0,None,None,0,None,None,None,None,0,None
3,Zeveneken,Appartement,None,240000.0,notariale,2,104,0,0,0,None,None,0,None,None,None,None,0,old
4,Zeveneken,Maison,None,150000.0,notariale,3,None,0,0,0,None,None,0,None,None,220,2,0,None
5,Maldegem,Appartement,None,245000.0,notariale,6,34,0,0,0,None,None,0,None,None,None,None,0,old
6,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
7,Kalken,Maison,None,620000.0,notariale,3,172,0,0,0,None,None,0,None,None,024,4,0,old
8,Wetteren,Maison,None,354361.0,notariale,4,None,0,0,0,None,None,1,None,None,280,3,0,None
9,Zele,Maison,Usage mixte,365000.0,notariale,11,431,0,0,0,None,None,1,None,None,591,2,0,new
0,None,Maison,Villa,None,agence,10,None,0,0,0,None,None,1,None,None,800,4,0,None
1,Oudegem,Maison,None,389000.0,notariale,9,205,0,0,0,None,None,0,None,None,231,2,0,new
2,None,Maison,None,70000.0,agence,10,None,0,0,0,None,None,1,None,None,280,2,0,None
3,Horebeke,Maison,None,600000.0,notariale,5,197,0,0,0,None,None,1,250,110,360,4,0,old
4,Horebeke,Maison,Villa,600000.0,notariale,5,197,0,0,0,None,None,1,260,100,360,4,0,old
5,Wetteren,Maison,None,399000.0,notariale,8,192,0,0,0,None,None,1,None,None,540,3,0,old
6,Moorsel,Maison,None,249000.0,notariale,5,120,0,0,0,None,None,1,65,148,213,2,0,new
7,Gent,Maison,Maison de ville,452755.0,notariale,5,254,0,0,0,None,None,0,None,None,157,None,0,None
8,Zwijnaarde,Appartement,None,375000.0,notariale,4,95,0,0,0,None,None,0,None,None,95,2,0,old
9,Geraardsbergen,Maison,Maison unifamiliale,195000.0,notariale,6,146,0,0,0,None,None,0,None,None,70,2,0,old
0,Gent,Appartement,None,334000.0,notariale,3,10,0,0,0,True,11,0,None,None,10,2,0,old
1,Eeklo,Maison,None,289000.0,notariale,8,180,0,0,0,True,20,1,90,291,381,3,0,old
2,Sint-Niklaas,Maison,None,299000.0,notariale,7,196,0,1,0,None,None,1,None,None,237,None,0,new
3,Middelburg,Maison,None,325000.0,notariale,3,207,0,0,0,None,None,0,None,None,395,2,0,None
4,Erembodegem,Maison,None,259000.0,notariale,6,170,0,0,0,True,30,1,None,None,282,3,0,new
5,Lede,Maison,None,199000.0,notariale,3,150,0,0,0,None,None,1,150,247,397,3,0,new
6,Sint-Denijs-Westrem,Maison,Villa,699000.0,notariale,8,60,0,0,0,None,None,1,None,None,480,2,0,new
7,Lede,Appartement,None,219000.0,notariale,4,110,0,0,0,None,None,0,None,None,None,2,0,old
8,Zele,Appartement,None,169000.0,notariale,4,86,0,0,0,None,None,0,86,14,100,2,0,new
9,Erembodegem,Maison,None,269000.0,notariale,7,171,0,0,0,None,None,1,None,None,291,2,0,new
0,Kieldrecht,Appartement,None,219000.0,notariale,4,96,0,0,0,True,8,0,None,None,168,None,0,old
1,Kieldrecht,Appartement,None,221000.0,notariale,3,95,0,0,0,True,10,0,None,None,168,None,0,old
2,Kieldrecht,Appartement,Penthouse,389000.0,notariale,6,147,0,0,0,True,66,0,None,None,168,None,0,old
3,Kieldrecht,Appartement,Penthouse,395000.0,notariale,5,142,0,0,0,True,69,0,None,None,168,None,0,old
4,Kieldrecht,Appartement,App. rez-de-chaussée,218000.0,notariale,3,98,0,0,0,True,12,1,None,None,168,None,0,old
5,Kieldrecht,Appartement,None,226000.0,notariale,4,96,0,0,0,True,12,0,None,None,168,None,0,old
6,Kieldrecht,Appartement,None,219000.0,notariale,4,95,0,0,0,True,8,0,None,None,168,None,0,old
7,Kieldrecht,Appartement,None,212000.0,notariale,3,89,0,0,0,True,15,0,None,None,168,None,0,old
8,Kieldrecht,Appartement,None,218000.0,notariale,3,91,0,0,0,True,10,0,None,None,168,None,0,old
9,Kieldrecht,Appartement,None,217000.0,notariale,3,96,0,0,0,True,8,0,None,None,168,None,0,old
0,Wondelgem,Appartement,None,365000.0,notariale,5,19,0,0,0,True,18,1,103,333,436,None,0,old
1,Wondelgem,Appartement,App. rez-de-chaussée,287000.0,notariale,4,64,0,0,0,True,26,1,69,367,436,None,0,old
2,Wondelgem,Appartement,None,408000.0,notariale,6,77,0,0,0,True,44,1,118,318,436,None,0,old
3,Wondelgem,Appartement,App. rez-de-chaussée,422000.0,notariale,0,None,0,0,0,None,None,0,121,315,436,None,0,old
4,Dendermonde,Maison,None,399000.0,notariale,6,None,0,0,0,None,None,1,None,None,622,None,0,new
5,Stekene,Maison,Maison unifamiliale,235000.0,notariale,5,160,0,0,0,None,None,1,None,None,180,2,0,new
6,Sint-Niklaas,Appartement,Serviceflat,249430.0,notariale,2,71,0,0,0,None,None,1,None,None,None,None,0,None
7,Hamme,Maison,None,229000.0,notariale,3,None,0,0,0,None,None,1,None,None,350,2,0,old
8,Hamme,Appartement,Duplex,259000.0,notariale,4,143,0,0,0,None,None,0,None,None,None,2,0,old
9,Wetteren,Maison,None,268000.0,notariale,7,200,0,0,0,None,None,1,None,None,188,2,0,old
0,Nieuwerkerken,Maison,None,295000.0,notariale,5,196,0,0,0,True,30,0,196,-116,80,2,0,new
1,Goeferdinge,Maison,Villa,398000.0,notariale,8,263,0,0,0,True,32,1,143,487,630,4,0,old
2,Sint-Amandsberg,Appartement,Attique,205000.0,notariale,3,115,0,0,0,None,None,0,130,None,None,None,0,old
3,Knesselare,Maison,None,290000.0,notariale,6,None,0,0,0,None,None,0,None,None,882,3,0,old
4,Geraardsbergen,Maison,Villa,245000.0,notariale,6,53,0,0,0,None,None,0,None,None,936,None,0,None
5,Zelzate,Maison,Villa moderne,349000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Renaix,Maison,None,129500.0,notariale,5,150,0,0,0,None,None,0,None,None,65,2,0,None
7,Dendermonde,Maison,Maison bourgeoise,635000.0,notariale,6,274,0,0,0,None,None,1,None,None,175,2,0,new
8,Ninove,Maison,Maison unifamiliale,339000.0,notariale,9,230,0,0,0,True,25,1,120,241,361,2,0,new
9,Sint-Amandsberg,Maison,None,485000.0,notariale,6,170,0,0,0,None,None,1,None,None,022,4,0,old
0,Berlare,Maison,None,412000.0,notariale,4,None,0,0,0,None,None,0,None,None,447,4,0,None
1,Berlare,Maison,None,378000.0,notariale,4,None,0,0,0,None,None,0,None,None,310,4,0,None
2,Berlare,Maison,None,359000.0,notariale,4,None,0,0,0,None,None,0,None,None,363,3,0,None
3,Berlare,Maison,None,335000.0,notariale,4,None,0,0,0,None,None,0,None,None,243,3,0,None
4,Zwijnaarde,Appartement,None,220000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
5,Scheldewindeke,Maison,Maison exceptionnelle,709000.0,notariale,6,240,0,0,0,None,None,0,None,None,502,4,0,old
6,Scheldewindeke,Maison,Villa moderne,714000.0,notariale,6,232,0,0,0,None,None,1,None,None,396,4,0,old
7,Erpe,Maison,None,595000.0,notariale,7,None,0,0,0,None,None,1,None,None,622,None,0,old
8,Adegem,Appartement,None,255000.0,notariale,4,None,0,0,0,True,05,0,None,None,32,2,0,None
9,Adegem,Appartement,None,252000.0,notariale,2,None,0,0,0,None,None,0,None,None,33,2,0,None
0,Bachte-Maria-Leerne,Maison,None,560000.0,notariale,7,52,0,0,0,None,None,1,None,None,70,3,0,old
1,Bachte-Maria-Leerne,Maison,None,410000.0,notariale,7,178,0,0,0,None,None,1,None,None,38,2,0,old
2,Oosterzele,Appartement,App. rez-de-chaussée,210000.0,notariale,3,80,0,0,0,True,40,0,None,None,None,2,0,old
3,Sint-Gillis-Bij-Dendermonde,Appartement,None,209000.0,notariale,4,77,0,0,0,True,5,0,None,None,None,None,0,old
4,Sint-Gillis-Bij-Dendermonde,Appartement,None,209000.0,notariale,4,81,0,0,0,True,4,0,None,None,None,None,0,old
5,Renaix,Maison,Maison unifamiliale,149000.0,notariale,4,None,0,0,0,None,None,1,None,None,320,2,0,old
6,Brakel,Maison,None,249452.0,notariale,6,None,0,0,0,None,None,0,None,None,395,4,0,old
7,Geraardsbergen,Appartement,Duplex,145000.0,notariale,4,75,0,0,0,True,4,0,None,None,None,None,0,old
8,Evergem,Maison,None,310000.0,notariale,6,60,0,0,0,True,16,0,None,None,242,None,0,old
9,Aalst,Appartement,None,203000.0,notariale,6,154,0,0,0,True,5,0,None,None,277,2,0,old
0,Gent,Maison,None,249000.0,notariale,4,87,0,0,0,None,None,0,None,None,97,2,0,None
1,Sleidinge,Maison,None,385000.0,notariale,6,172,0,0,0,None,None,1,None,None,475,3,0,old
2,Bottelare,Appartement,Serviceflat,202000.0,notariale,3,57,0,0,0,None,None,0,None,None,57,None,0,old
3,Bottelare,Appartement,None,195000.0,notariale,3,57,0,0,0,None,None,0,None,None,57,2,0,None
4,Gent,Maison,None,345000.0,notariale,5,168,0,0,0,None,None,1,None,None,96,2,0,None
5,Bottelare,Appartement,None,212000.0,notariale,3,57,0,0,0,None,None,0,None,None,57,2,0,None
6,Sleidinge,Maison,None,369000.0,notariale,6,167,0,0,0,None,None,1,None,None,430,2,0,old
7,Bottelare,Appartement,None,185000.0,notariale,3,57,0,0,0,None,None,0,None,None,57,2,0,None
8,Steendorp,Appartement,None,995000.0,notariale,6,10,0,0,0,True,40,0,None,None,None,None,0,None
9,Maldegem,Maison,None,499000.0,notariale,8,275,0,0,0,None,None,0,160,0,160,4,0,old
0,Temse,Appartement,Duplex,275000.0,notariale,6,116,0,0,0,None,None,0,None,None,116,None,0,new
1,Wetteren,Maison,None,385000.0,notariale,6,None,0,0,0,None,None,1,None,None,53,3,0,old
2,Wondelgem,Maison,None,255000.0,notariale,5,115,0,0,0,None,None,1,73,3,76,None,0,new
3,Gentbrugge,Maison,None,279000.0,notariale,7,162,0,0,0,True,12,1,80,67,147,None,0,old
4,Ninove,Appartement,None,207500.0,notariale,4,75,0,0,0,True,4,0,None,None,814,None,0,old
5,Ninove,Appartement,Duplex,267500.0,notariale,4,90,0,0,0,True,4,0,None,None,814,None,0,old
6,Renaix,Appartement,None,199000.0,notariale,3,97,0,0,0,None,None,1,None,None,None,4,0,old
7,Melle,Maison,None,449000.0,notariale,7,190,0,0,0,True,45,1,None,None,540,4,0,new
8,Gent,Maison,Maison bourgeoise,685000.0,notariale,8,180,0,0,0,None,None,1,None,None,129,2,0,new
9,Gent,Appartement,None,299000.0,notariale,3,82,0,0,0,True,3,0,None,None,None,2,0,new
0,Melle,Appartement,None,245500.0,notariale,4,118,0,0,0,True,14,0,None,None,None,2,0,new
1,Gent,Appartement,None,335000.0,notariale,3,90,0,0,0,True,25,0,None,None,115,3,0,None
2,Melle,Maison,None,495500.0,notariale,10,248,0,0,0,None,None,0,None,None,None,2,0,new
3,Sint-Amandsberg,Appartement,None,315000.0,notariale,6,94,0,0,0,None,None,0,None,None,None,3,0,new
4,Gent,Maison,None,387000.0,notariale,5,120,0,0,0,True,7,1,None,None,None,2,0,None
5,Herzele,Maison,Maison unifamiliale,295000.0,notariale,5,131,0,0,0,None,None,1,None,None,500,None,0,None
6,Wondelgem,Maison,None,369300.0,notariale,6,154,0,0,0,None,None,0,None,None,163,2,0,old
7,Wondelgem,Appartement,None,315000.0,notariale,3,80,0,0,0,None,None,0,None,None,None,None,0,old
8,Wortegem-Petegem,Appartement,None,210000.0,notariale,3,62,0,0,0,None,None,0,None,None,None,None,0,old
9,Wondelgem,Appartement,None,595000.0,notariale,5,144,0,0,0,None,None,0,None,None,None,None,0,old
0,Evergem,Appartement,Appartement pour retraités,279000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
1,Evergem,Appartement,Appartement pour retraités,349000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
2,Oudenaarde,Appartement,Appartement pour retraités,219000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Oudenaarde,Appartement,Appartement pour retraités,219000.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
4,Ertvelde,Maison,Maison jumelée,340000.0,notariale,7,192,0,0,0,True,24,1,96,196,292,3,0,old
5,Gent,Appartement,None,239000.0,notariale,3,49,0,0,0,None,None,0,None,None,49,2,0,old
6,None,Maison,None,None,notariale,3,91,0,0,0,None,None,0,None,None,None,2,0,None
7,Renaix,Maison,None,129500.0,notariale,4,140,0,0,0,None,None,1,None,None,104,2,0,None
8,Aalst,Maison,None,299000.0,notariale,6,None,0,0,0,None,None,1,None,None,428,None,0,None
9,De Klinge,Maison,None,309000.0,notariale,7,None,0,0,0,None,None,1,None,None,276,3,0,old
0,None,Maison,Villa,None,notariale,6,400,0,0,0,None,None,0,None,None,800,None,0,old
1,Gavere,Appartement,None,234500.0,notariale,5,86,0,0,0,True,9,0,None,None,95,2,0,old
2,Nazareth,Maison,None,368000.0,notariale,4,177,0,0,0,None,None,1,None,None,918,4,0,old
3,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,1,None,None,None,2,0,None
4,Adegem,Maison,None,337120.0,notariale,6,None,0,0,0,None,None,0,None,None,289,3,0,None
5,Nederhasselt,Maison,None,236420.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Wetteren,Maison,Maison unifamiliale,220000.0,notariale,6,163,0,0,0,None,None,1,None,None,194,2,0,old
7,Wetteren,Appartement,None,185000.0,notariale,5,86,0,0,0,None,None,0,None,None,None,2,0,old
8,Wichelen,Maison,Maison unifamiliale,199000.0,notariale,7,158,0,0,0,None,None,1,96,100,196,2,0,None
9,Wetteren,Appartement,None,249000.0,notariale,4,None,0,0,0,True,25,0,None,None,None,3,0,old
0,Zwijnaarde,Appartement,None,329000.0,notariale,5,119,0,0,0,True,15,1,None,None,020,3,0,old
1,Zwijnaarde,Appartement,None,382000.0,notariale,5,118,0,0,0,True,47,0,None,None,020,3,0,old
2,Haaltert,Appartement,None,219000.0,notariale,4,None,0,0,0,None,None,1,None,None,None,3,0,old
3,Geraardsbergen,Maison,None,165000.0,notariale,4,68,0,0,0,None,None,0,None,None,50,2,0,old
4,Renaix,Appartement,None,204573.0,notariale,3,84,0,0,0,True,6,0,None,None,None,None,0,old
5,Aalter,Maison,Villa,480000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Kruibeke,Maison,None,610000.0,notariale,7,202,0,0,0,True,21,0,96,141,237,3,0,old
7,Aalst,Maison,None,274000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
8,Oostakker,Appartement,None,249000.0,notariale,4,42,0,0,0,True,20,1,None,None,None,None,0,None
9,Oostakker,Appartement,None,248000.0,notariale,4,42,0,0,0,True,04,1,None,None,None,None,0,None
0,Asper,Appartement,None,276801.0,notariale,4,23,0,0,0,True,14,0,23,0,23,2,0,None
1,Astene,Maison,None,342222.0,notariale,6,36,0,0,0,None,None,0,76,279,355,2,0,None
2,Aalst,Maison,None,338606.0,notariale,3,146,0,0,0,None,None,1,None,None,255,3,0,None
3,Zelzate,Maison,None,282411.0,notariale,6,52,0,0,0,None,None,0,76,279,355,3,0,None
4,Zelzate,Maison,None,294709.0,notariale,6,52,0,0,0,None,None,0,76,410,486,3,0,None
5,Zelzate,Maison,None,286200.0,notariale,6,43,0,0,0,None,None,0,73,282,355,3,0,None
6,Gent,Appartement,None,639735.0,notariale,4,115,0,0,0,None,None,0,None,None,50,2,0,None
7,Gent,Appartement,None,570176.0,notariale,5,126,0,0,0,None,None,0,None,None,148,2,0,None
8,Herzele,Maison,None,340811.0,notariale,3,None,0,0,0,None,None,1,None,None,406,3,0,None
9,Verrebroek,Maison,None,391885.0,notariale,7,65,0,0,0,None,None,0,90,665,755,4,0,None
