,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
4,Gent,Appartement,Duplex,1075000.0,notariale,4,275,0,0,0,True,46,0,None,None,None,2,0,None
5,Gent,Appartement,None,249000.0,notariale,4,55,0,0,0,None,None,0,None,None,None,2,0,None
6,Gent,Maison,None,285000.0,notariale,4,140,0,0,0,None,None,1,None,None,96,None,0,None
7,Merelbeke,Appartement,Serviceflat,149900.0,notariale,3,45,0,0,0,None,None,0,None,None,None,None,0,new
8,Beveren-Waas,Appartement,None,245000.0,notariale,5,110,0,0,0,None,None,0,None,None,None,None,0,None
9,Zelzate,Maison,None,290952.0,notariale,7,None,0,0,0,None,None,0,None,None,138,2,0,old
0,None,Appartement,None,None,notariale,6,109,0,0,0,None,None,0,None,None,None,None,0,None
1,Dendermonde,Appartement,None,193375.0,notariale,4,85,0,0,0,None,None,0,None,None,None,None,0,None
2,Dendermonde,Appartement,None,228865.0,notariale,4,100,0,0,0,None,None,0,None,None,None,None,0,None
3,Dendermonde,Appartement,None,515702.0,notariale,6,165,0,0,0,True,20,0,None,None,None,None,0,None
4,Dendermonde,Appartement,None,281200.0,notariale,7,118,0,0,0,None,None,0,None,None,None,None,0,None
5,Dendermonde,Appartement,None,221320.0,notariale,4,100,0,0,0,None,None,0,None,None,None,None,0,None
6,Zottegem,Maison,Ferme,875000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,4,0,None
7,Lochristi,Appartement,None,314979.0,notariale,4,119,0,0,0,None,None,0,None,None,None,2,0,old
8,Lochristi,Appartement,None,325270.0,notariale,4,118,0,0,0,None,None,0,None,None,None,2,0,old
9,Lochristi,Appartement,None,305837.0,notariale,3,115,0,0,0,None,None,0,None,None,None,2,0,old
0,Lebbeke,Maison,None,290000.0,notariale,6,150,0,0,0,None,None,1,None,None,385,2,0,new
1,Evergem,Appartement,None,229000.0,notariale,0,None,0,0,0,None,None,1,None,None,None,2,0,old
2,Zottegem,Maison,Maison jumelée,287299.0,notariale,4,None,0,0,0,None,None,0,None,None,731,3,0,old
3,Melle,Maison,None,504888.0,notariale,5,80,0,0,0,None,None,1,30,933,963,4,0,None
4,Kluisbergen,Maison,None,281461.0,notariale,6,161,0,0,0,None,None,1,50,460,510,4,0,old
5,Kluisbergen,Maison,None,286461.0,notariale,6,160,0,0,0,None,None,1,50,409,459,4,0,old
6,Kluisbergen,Maison,None,91461.0,notariale,6,None,0,0,0,None,None,1,None,None,469,4,0,old
7,Kluisbergen,Maison,None,266461.0,notariale,6,154,0,0,0,None,None,1,77,243,320,3,0,old
8,Kluisbergen,Maison,None,91461.0,notariale,6,None,0,0,0,None,None,1,None,None,519,4,0,old
9,Kluisbergen,Maison,None,98961.0,notariale,6,None,0,0,0,None,None,1,None,None,503,4,0,old
0,Schendelbeke,Maison,None,389000.0,notariale,6,162,0,0,0,None,None,1,None,None,588,None,0,old
1,Moerbeke-Waas,Maison,None,210000.0,notariale,3,None,0,0,0,None,None,0,None,None,775,3,0,old
2,Meerdonk,Maison,None,322500.0,notariale,6,157,0,0,0,True,50,1,None,None,252,3,0,old
3,Meerdonk,Maison,None,325000.0,notariale,6,157,0,0,0,True,50,1,None,None,262,3,0,old
4,Meerdonk,Maison,None,319000.0,notariale,6,157,0,0,0,True,50,1,None,None,241,3,0,old
5,Meerdonk,Maison,None,249000.0,notariale,3,110,0,0,0,True,50,1,None,None,209,3,0,old
6,Beveren-Waas,Appartement,None,315000.0,notariale,4,105,0,0,0,True,17,1,None,None,None,None,0,None
7,Gent,Maison,Usage mixte,1200000.0,notariale,10,010,0,0,0,True,10,0,010,677,687,None,0,None
8,Haaltert,Maison,None,351682.0,notariale,0,None,0,0,0,None,None,0,None,None,005,3,0,None
9,Idegem,Maison,None,419901.0,notariale,0,None,0,0,0,None,None,0,None,None,379,3,0,None
0,Destelbergen,Maison,Maison unifamiliale,499000.0,notariale,9,220,0,0,0,True,30,1,None,None,279,2,0,old
1,Dikkelvenne,Maison,None,382111.0,notariale,7,None,0,0,0,None,None,0,None,None,485,4,0,old
2,Gent,Appartement,None,480000.0,notariale,8,154,0,0,0,None,None,0,None,None,None,None,0,new
3,Waarbeke,Maison,None,310421.0,notariale,4,None,0,0,0,None,None,0,None,None,499,None,0,None
4,Zottegem,Maison,None,504500.0,notariale,3,None,0,0,0,None,None,0,None,None,062,None,0,None
5,Viane,Maison,None,332817.0,notariale,4,None,0,0,0,None,None,0,None,None,955,None,0,None
6,Sint-Amandsberg,Appartement,None,365000.0,notariale,5,111,0,0,0,True,80,0,70,10,80,None,0,old
7,Sint-Amandsberg,Appartement,None,405000.0,notariale,5,20,0,0,0,True,80,0,70,70,140,None,0,old
8,Sint-Amandsberg,Appartement,None,379000.0,notariale,5,10,0,0,0,True,80,0,70,20,90,None,0,old
9,Sint-Amandsberg,Appartement,None,397000.0,notariale,5,60,0,0,0,True,50,0,70,-60,10,None,0,old
0,Gent,Maison,None,298000.0,notariale,6,160,0,0,0,None,None,0,None,None,None,2,0,old
1,None,Maison,Villa,None,notariale,11,498,0,0,1,None,None,1,None,None,685,4,0,old
2,Geraardsbergen,Appartement,Appartement pour retraités,208000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
3,Heusden,Maison,Villa moderne,637444.0,notariale,3,249,0,0,0,None,None,0,None,None,552,3,0,old
4,Wetteren,Maison,Maison deux facades,215000.0,notariale,0,119,0,0,0,None,None,0,None,None,110,None,0,None
5,Deinze,Appartement,Serviceflat,225000.0,notariale,3,56,0,0,0,None,None,0,None,None,56,2,0,old
6,Evergem,Appartement,None,195000.0,notariale,4,72,0,0,0,None,None,0,None,None,None,2,0,old
7,Zingem,Maison,None,215000.0,notariale,5,60,0,0,0,None,None,0,112,145,257,2,0,None
8,Gentbrugge,Maison,None,315000.0,notariale,4,140,0,0,0,None,None,0,None,None,76,2,0,old
9,Renaix,Appartement,Loft,495000.0,notariale,7,316,0,0,0,True,45,0,None,None,None,3,0,old
0,Sint-Gillis-Waas,Maison,None,335000.0,notariale,7,145,0,0,0,None,None,1,None,None,800,4,0,new
1,Ledeberg,Maison,Maison exceptionnelle,395000.0,notariale,7,None,0,0,0,None,None,0,400,-204,196,None,0,old
2,Eeklo,Maison,None,265000.0,notariale,11,239,0,0,0,None,None,0,None,None,330,2,0,None
3,Overboelare,Maison,Maison de ville,365000.0,notariale,8,None,0,0,0,None,None,0,None,None,None,3,0,None
4,Geraardsbergen,Maison,Maison de ville,365000.0,notariale,8,None,0,0,0,None,None,0,None,None,None,3,0,None
5,None,Maison,None,None,notariale,8,None,0,0,0,None,None,1,None,None,733,4,0,old
6,Gent,Appartement,Penthouse,395000.0,notariale,5,85,0,0,0,True,27,0,None,None,None,2,0,old
7,Melsele,Maison,None,299000.0,notariale,7,200,0,0,0,None,None,1,None,None,282,2,0,new
8,Gent,Maison,None,299000.0,notariale,7,186,0,0,0,None,None,0,None,None,141,2,0,None
9,Zottegem,Appartement,None,264500.0,notariale,3,250,0,0,0,None,None,0,None,None,100,3,0,None
0,Renaix,Appartement,None,189500.0,notariale,4,82,0,0,0,None,None,0,None,None,None,None,0,old
1,Heusden,Appartement,Duplex,365000.0,notariale,10,187,0,0,0,True,10,1,187,0,187,None,0,old
2,Geraardsbergen,Appartement,None,475000.0,notariale,4,62,0,0,0,None,None,1,None,None,None,None,0,old
3,Belsele,Appartement,None,148000.0,notariale,3,66,0,0,0,True,2,0,None,None,None,None,0,old
4,Lebbeke,Maison,None,179000.0,notariale,5,160,0,0,0,None,None,1,None,None,None,2,0,new
5,Lebbeke,Maison,None,189000.0,notariale,5,160,0,0,0,None,None,1,None,None,None,2,0,new
6,Lebbeke,Maison,None,175000.0,notariale,5,155,0,0,0,None,None,1,None,None,None,2,0,new
7,Maarkedal,Maison,None,179000.0,notariale,5,116,0,0,0,None,None,1,None,None,489,3,0,None
8,Evergem,Appartement,None,258000.0,notariale,4,110,0,0,0,None,None,0,None,None,110,2,0,old
9,Drongen,Appartement,None,377000.0,notariale,4,80,0,0,0,None,None,1,None,None,02,2,0,old
0,Gavere,Appartement,None,310000.0,notariale,4,30,0,0,0,True,80,0,None,None,None,None,0,None
1,Lochristi,Appartement,None,299000.0,notariale,5,112,0,0,0,None,None,0,None,None,None,None,0,old
2,Appels,Appartement,None,239000.0,notariale,3,96,0,0,0,True,26,1,None,None,None,2,0,None
3,Destelbergen,Maison,None,295000.0,notariale,4,52,0,0,0,None,None,1,None,None,372,3,0,None
4,Gent,Maison,None,225000.0,notariale,5,120,0,0,0,None,None,1,None,None,66,2,0,old
5,Evergem,Appartement,None,248000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,old
6,Sint-Amandsberg,Maison,None,328000.0,notariale,5,None,0,0,0,True,25,1,None,None,96,2,0,old
7,Gent,Appartement,None,159000.0,notariale,2,72,0,0,0,None,None,0,None,None,None,None,0,new
8,Vinderhoute,Maison,None,770000.0,notariale,5,480,0,0,0,None,None,1,350,-287,063,3,0,None
9,Gent,Appartement,None,185000.0,notariale,3,None,0,0,0,None,None,0,None,None,68,None,0,old
0,Evergem,Maison,None,350000.0,notariale,6,163,0,0,0,None,None,1,None,None,415,None,0,old
1,Aalst,Appartement,None,1850000.0,notariale,6,None,0,0,0,None,None,1,None,None,609,None,0,None
2,Kieldrecht,Maison,None,249000.0,notariale,8,145,0,0,0,True,50,1,None,None,277,2,0,old
3,Erpe-Mere,Maison,None,1200000.0,notariale,5,None,0,0,0,None,None,1,None,None,040,4,0,old
4,Knesselare,Maison,None,179000.0,notariale,4,254,0,0,0,None,None,1,134,60,194,None,0,None
5,Wondelgem,Appartement,None,398000.0,notariale,3,98,0,0,0,None,None,1,None,None,None,2,0,old
6,Ruien,Maison,None,340000.0,notariale,7,180,0,0,0,None,None,1,None,None,700,3,0,None
7,Wortegem,Maison,None,329000.0,notariale,6,150,0,0,0,True,30,1,None,None,336,3,0,old
8,Renaix,Appartement,Penthouse,275000.0,notariale,4,108,0,0,0,True,36,0,None,None,144,2,0,None
9,Renaix,Appartement,None,238500.0,notariale,5,45,0,0,0,True,76,0,None,None,21,2,0,None
0,None,Appartement,None,None,notariale,7,160,0,0,0,None,None,1,None,None,None,2,0,old
1,Rupelmonde,Maison,Maison de ville,865000.0,notariale,1,None,0,0,0,None,None,0,None,None,316,None,0,None
2,None,Appartement,App. rez-de-chaussée,None,notariale,4,91,0,0,0,True,10,1,None,None,None,None,0,None
3,None,Appartement,None,None,notariale,4,91,0,0,0,True,10,1,None,None,None,None,0,None
4,Gent,Maison,Maison de ville,359750.0,notariale,8,None,0,0,0,None,None,0,221,-141,80,2,0,None
5,Oudenaarde,Maison,Maison de ville,895000.0,notariale,10,562,0,0,0,None,None,1,None,None,746,3,0,old
6,Sint-Niklaas,Appartement,None,273000.0,notariale,4,90,0,0,0,None,None,1,None,None,None,None,0,old
7,Renaix,Maison,None,229000.0,notariale,0,65,0,0,0,None,None,1,65,695,760,4,0,None
8,Oudenaarde,Maison,None,295000.0,notariale,7,50,0,0,0,None,None,0,None,None,None,2,0,None
9,Brakel,Maison,None,1250000.0,notariale,7,None,0,0,0,None,None,0,902,-551,351,4,0,old
0,None,Maison,None,155000.0,agence,5,None,0,0,1,None,None,1,None,None,310,3,0,old
1,Boekhoute,Maison,None,159000.0,notariale,2,104,0,0,0,None,None,1,70,103,173,3,0,new
2,Knesselare,Maison,None,330000.0,notariale,6,132,0,0,0,None,None,1,None,None,466,3,0,old
3,Knesselare,Maison,None,330000.0,notariale,6,130,0,0,0,None,None,1,None,None,470,3,0,old
4,Knesselare,Maison,None,330000.0,notariale,6,130,0,0,0,None,None,1,None,None,520,3,0,old
5,Knesselare,Maison,None,335000.0,notariale,6,138,0,0,0,None,None,1,None,None,463,3,0,old
6,Zele,Maison,None,189000.0,notariale,5,None,0,0,0,None,None,1,101,99,200,3,0,None
7,Goeferdinge,Maison,None,335000.0,notariale,7,180,0,0,0,True,16,1,90,110,200,None,0,old
8,Sint-Gillis-Waas,Maison,None,385000.0,notariale,8,198,0,0,0,None,None,1,None,None,450,3,0,old
9,Geraardsbergen,Maison,None,225500.0,notariale,3,None,0,0,0,None,None,1,None,None,None,None,0,None
0,Oudenaarde,Appartement,Serviceflat,205000.0,notariale,1,56,0,0,0,None,None,0,None,None,None,None,0,old
1,Merelbeke,Appartement,None,410000.0,notariale,4,None,0,0,0,None,None,1,117,None,000,None,0,old
2,Renaix,Maison,None,110000.0,notariale,4,102,0,0,0,None,None,0,50,0,50,2,0,None
3,Kluisbergen,Appartement,None,225100.0,notariale,5,None,0,0,0,None,None,0,None,None,None,3,0,old
4,Deurle,Maison,Villa,875000.0,notariale,11,500,0,0,0,None,None,1,None,None,231,4,0,old
5,Sint-Niklaas,Appartement,None,265000.0,notariale,3,97,0,0,0,None,None,1,None,None,None,None,0,old
6,Sint-Niklaas,Maison,Villa,650000.0,notariale,9,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Aalst,Appartement,None,294750.0,notariale,4,36,0,0,0,True,59,0,None,None,95,2,0,old
8,Dendermonde,Appartement,None,281691.0,notariale,5,123,0,0,0,None,None,0,None,None,None,None,0,None
9,Dendermonde,Appartement,None,235008.0,notariale,5,103,0,0,0,None,None,0,None,None,None,None,0,None
0,Baardegem,Maison,None,333872.0,notariale,6,170,0,0,0,None,None,0,None,None,276,3,0,None
1,Velzeke-Ruddershove,Maison,None,391891.0,notariale,5,140,0,0,0,None,None,0,None,None,567,3,0,None
2,Lotenhulle,Maison,None,965018.0,notariale,6,140,0,0,0,None,None,0,None,None,755,3,0,None
3,Velzeke-Ruddershove,Maison,None,643095.0,notariale,6,200,0,0,0,None,None,0,100,650,750,4,0,None
4,Sint-Denijs-Westrem,Maison,None,517343.0,notariale,7,255,0,0,0,None,None,0,94,319,413,4,0,None
5,Ophasselt,Maison,None,415738.0,notariale,6,190,0,0,0,None,None,0,None,None,479,3,0,None
6,Ophasselt,Maison,None,485489.0,notariale,6,130,0,0,0,None,None,0,None,None,705,4,0,None
7,Sint-Niklaas,Maison,None,550439.0,notariale,6,240,0,0,0,None,None,0,None,None,542,3,0,None
8,Middelburg,Maison,None,474097.0,notariale,6,196,0,0,0,None,None,1,None,None,742,4,0,None
9,Baasrode,Maison,None,749919.0,notariale,6,210,0,0,0,None,None,1,None,None,052,3,0,None
0,Erembodegem,Maison,Usage mixte,475000.0,notariale,13,396,0,0,0,True,35,1,None,None,300,3,0,new
1,Oudenaarde,Appartement,None,263000.0,notariale,4,119,0,0,0,None,None,1,119,112,231,2,0,None
2,Oudenaarde,Appartement,None,296000.0,notariale,4,127,0,0,0,None,None,1,127,127,254,2,0,old
3,Nazareth,Appartement,None,229000.0,notariale,2,19,0,0,0,None,None,1,19,60,79,None,0,None
4,Nazareth,Appartement,None,295000.0,notariale,3,58,0,0,0,None,None,1,58,-43,15,None,0,None
5,Nazareth,Appartement,None,349000.0,notariale,4,73,0,0,0,None,None,1,73,12,85,None,0,None
6,Ename,Appartement,None,239000.0,notariale,2,120,0,0,0,None,None,0,None,None,140,None,0,old
7,Appelterre-Eichem,Maison,Autre,299000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
8,Renaix,Appartement,None,335000.0,notariale,4,130,0,0,0,True,7,1,130,7,137,2,0,old
9,Zulte,Maison,Villa-Manoir,890000.0,notariale,3,800,0,0,0,None,None,0,800,-69,731,4,0,old
0,Zottegem,Maison,None,270000.0,notariale,4,None,0,0,0,None,None,0,None,None,50,2,0,None
1,Zottegem,Maison,None,301431.0,notariale,4,None,0,0,0,None,None,0,None,None,221,3,0,None
2,Zottegem,Maison,None,299751.0,notariale,4,None,0,0,0,None,None,0,None,None,215,3,0,None
3,Zottegem,Maison,None,374000.0,notariale,4,None,0,0,0,None,None,0,None,None,357,4,0,None
4,Zottegem,Maison,None,270000.0,notariale,4,None,0,0,0,None,None,0,None,None,50,2,0,None
5,Zottegem,Maison,None,283858.0,notariale,4,None,0,0,0,None,None,0,None,None,50,2,0,None
6,Zottegem,Maison,None,283858.0,notariale,4,None,0,0,0,None,None,0,None,None,50,2,0,None
7,Zottegem,Maison,None,299500.0,notariale,4,None,0,0,0,None,None,0,None,None,320,3,0,None
8,Zottegem,Maison,None,291300.0,notariale,4,None,0,0,0,None,None,0,None,None,218,3,0,None
9,Zottegem,Maison,None,304401.0,notariale,4,None,0,0,0,None,None,0,None,None,275,3,0,None
0,Zingem,Maison,None,299000.0,notariale,3,None,0,0,0,None,None,0,149,732,881,4,0,old
1,Sint-Niklaas,Maison,None,415000.0,notariale,7,192,0,0,0,True,10,0,None,None,None,3,0,old
2,Brakel,Maison,None,289000.0,notariale,3,160,0,0,0,None,None,1,None,None,274,None,0,old
3,Elst,Maison,None,308000.0,notariale,3,170,0,0,0,None,None,0,None,None,None,2,0,old
4,Sint-Niklaas,Appartement,None,299000.0,notariale,5,125,0,0,0,True,16,0,None,None,None,2,0,new
5,Erembodegem,Appartement,None,259500.0,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Serskamp,Maison,None,395000.0,notariale,6,210,0,0,0,None,None,1,None,None,656,4,0,old
7,Merelbeke,Appartement,None,315000.0,notariale,3,72,0,0,0,True,8,1,None,None,80,2,0,old
8,Eksaarde,Maison,Villa,950000.0,notariale,10,666,0,0,0,None,None,1,648,-250,398,4,0,new
9,Overboelare,Maison,Maison unifamiliale,229000.0,notariale,6,150,0,0,0,True,60,1,None,None,700,3,0,new
0,Gent,Appartement,None,544000.0,notariale,4,142,0,0,0,True,15,1,None,None,142,2,0,old
1,Gent,Appartement,None,463000.0,notariale,4,118,0,0,0,True,10,1,None,None,118,2,0,old
2,Aalter,Appartement,None,505000.0,notariale,6,162,0,0,0,None,None,1,None,None,175,2,0,old
3,Temse,Appartement,None,270000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
4,Temse,Appartement,None,255000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Temse,Appartement,None,259000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Temse,Appartement,None,290000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Temse,Appartement,None,286000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
8,Gent,Appartement,None,439500.0,notariale,7,60,0,0,0,None,None,1,None,None,60,2,0,old
9,Geraardsbergen,Appartement,None,226600.0,notariale,2,72,0,0,0,None,None,0,None,None,72,2,0,None
0,Astene,Appartement,None,365000.0,notariale,4,71,0,0,0,True,50,1,None,None,71,2,0,None
1,Herdersem,Maison,None,399000.0,notariale,6,280,0,0,0,None,None,1,None,None,280,3,0,new
2,Aalst,Maison,None,239000.0,notariale,6,None,0,0,0,None,None,1,None,None,116,2,0,new
3,Meerbeke,Maison,None,160000.0,notariale,8,170,0,0,0,None,None,1,None,None,170,2,0,old
4,Deinze,Maison,Villa,485000.0,notariale,9,289,0,0,0,None,None,1,340,71,411,None,0,old
5,Gent,Appartement,None,710000.0,notariale,4,148,0,0,0,True,60,0,148,None,None,None,0,None
6,Gent,Maison,None,945000.0,notariale,9,295,0,0,0,None,None,1,114,66,180,None,0,new
7,None,Maison,None,None,notariale,6,267,0,0,0,None,None,1,None,None,192,4,0,old
8,Sint-Lievens-Houtem,Appartement,None,179000.0,notariale,4,None,0,0,0,None,None,0,None,None,418,None,0,None
9,Waasmunster,Maison,None,850000.0,notariale,10,None,0,0,0,None,None,0,None,None,303,4,0,None
0,Wondelgem,Appartement,None,349000.0,notariale,4,07,0,0,0,True,75,0,None,None,82,None,0,old
1,Wondelgem,Appartement,None,199000.0,notariale,2,72,0,0,0,True,66,0,None,None,38,None,0,old
2,Wondelgem,Appartement,None,285000.0,notariale,3,01,0,0,0,True,80,0,None,None,81,None,0,old
3,Wondelgem,Appartement,None,289000.0,notariale,3,79,0,0,0,True,58,0,None,None,37,None,0,old
4,Wondelgem,Appartement,None,199000.0,notariale,2,72,0,0,0,True,66,0,None,None,38,None,0,old
5,Wondelgem,Appartement,None,297000.0,notariale,3,76,0,0,0,True,40,0,None,None,16,None,0,old
6,Wondelgem,Appartement,None,269000.0,notariale,3,34,0,0,0,True,75,0,None,None,09,None,0,old
7,Temse,Appartement,Penthouse,229000.0,notariale,4,85,0,0,0,None,None,0,None,None,None,4,0,old
8,Ledeberg,Maison,Maison deux facades,285000.0,notariale,4,98,0,0,0,None,None,0,None,None,45,2,0,old
9,Kruishoutem,Appartement,None,259500.0,notariale,5,80,0,0,0,True,12,0,None,None,None,None,0,old
0,Sint-Laureins,Maison,None,324000.0,notariale,8,None,0,0,0,None,None,1,160,529,689,4,0,old
1,Lokeren,Maison,None,210000.0,notariale,4,135,0,0,0,None,None,1,None,None,131,None,0,old
2,Sint-Niklaas,Maison,None,475000.0,notariale,9,228,0,0,0,None,None,1,None,None,653,None,0,old
3,Waasmunster,Maison,None,475000.0,notariale,9,228,0,0,0,None,None,1,None,None,653,None,0,old
4,Temse,Maison,None,399000.0,notariale,8,255,0,0,0,None,None,1,None,None,111,None,0,None
5,Gijzenzele,Maison,None,150000.0,notariale,2,125,0,0,0,None,None,1,None,None,220,None,0,None
6,Mariakerke,Maison,None,875000.0,notariale,7,32,0,0,0,None,None,1,None,None,034,None,0,old
7,Maldegem,Maison,None,220000.0,notariale,5,None,0,0,0,None,None,1,None,None,712,4,0,old
8,Meldert,Maison,Maison exceptionnelle,580000.0,notariale,11,411,0,0,0,True,20,1,411,109,520,2,0,old
9,Lochristi,Maison,None,615000.0,notariale,9,180,0,0,0,None,None,1,None,None,913,4,0,old
0,Geraardsbergen,Appartement,None,245000.0,notariale,5,101,0,0,0,None,None,0,None,None,None,None,0,old
1,Zele,Maison,Maison unifamiliale,320359.0,notariale,4,None,0,0,0,None,None,1,None,None,245,2,0,None
2,Moerzeke,Appartement,None,375000.0,notariale,3,30,0,0,0,True,6,0,None,None,None,None,0,None
3,Schellebelle,Appartement,None,395000.0,notariale,6,None,0,0,0,None,None,0,None,None,None,None,0,None
4,Lebbeke,Appartement,None,218000.0,notariale,5,117,0,0,0,None,None,1,None,None,117,2,0,old
5,Lovendegem,Appartement,None,260000.0,notariale,4,135,0,0,0,None,None,1,None,None,140,2,0,old
6,Gent,Maison,None,975000.0,notariale,10,470,0,0,0,None,None,1,166,75,241,None,0,None
7,Gent,Maison,None,750000.0,notariale,6,270,0,0,0,None,None,1,55,45,100,None,0,None
8,Hamme,Appartement,Duplex,275000.0,notariale,7,150,0,0,0,True,30,0,None,None,380,3,0,old
9,Kruishoutem,Appartement,Studio,271000.0,notariale,3,106,0,0,0,True,16,1,None,None,None,None,0,None
0,None,Appartement,None,None,notariale,4,84,0,0,0,True,65,1,None,None,49,4,0,old
1,None,Appartement,None,None,notariale,4,53,0,0,0,None,None,1,None,None,87,4,0,old
2,Aalst,Appartement,None,198000.0,notariale,5,91,0,0,0,None,None,0,None,None,None,None,0,new
3,Gent,Maison,None,359000.0,notariale,6,181,0,0,0,None,None,1,None,None,118,2,0,new
4,Lovendegem,Maison,Bungalow,325000.0,notariale,22,124,0,0,0,None,None,1,None,None,817,4,0,old
5,Wetteren,Maison,None,349000.0,notariale,4,170,0,0,0,None,None,1,200,30,230,None,0,old
